293	4430
298	3828
330	3692
345	3682
350	3669
355	3661
357	3496
362	3336
392	3173
403	3132
413	2990
417	2890
440	2746
450	2714
461	2617
472	2595
484	2480
485	2375
490	2153
501	2112
507	2058
514	1911
525	1870
546	1760
557	1719
570	1711
581	1702
591	1584
602	1543
609	1515
655	1466
672	1451
678	1345
705	1329
739	1321
743	1318
758	1269
786	1128
839	1068
888	1018
941	958
993	923
1013	865
1032	863
1074	857
1075	856
1100	842
1110	838
1123	834
1131	830
1133	829
1134	783
1165	741
1198	733
1205	728
1211	707
1218	681
1277	677
1282	652
1283	648
1290	588
1375	579
1387	563
1405	539
1410	534
1422	526
1440	516
1443	511
1461	505
1486	488
1517	440
1623	425
1777	396
1881	379
2004	376
2020	373
2030	366
2055	349
2142	342
2224	341
2226	308
2281	303
2282	270
2394	257
2415	251
2424	229
2498	203
2620	198
2806	188
2939	186
2944	184
2975	178
3028	174
3097	173
3193	172
3239	167
3267	161
3289	154
