283	7058
289	6988
291	6301
297	6231
300	6096
307	5941
316	5809
318	5543
324	5473
327	5338
334	5183
336	5064
343	5051
351	4992
352	4925
357	4887
363	4817
366	4682
367	4468
394	4429
395	4410
401	4382
404	4247
411	4179
420	4154
432	4128
440	3892
461	3753
470	3752
472	3637
478	3623
487	3566
492	3348
514	3287
520	3273
539	3194
543	3176
546	3156
551	3146
560	3130
576	3037
584	2950
592	2939
598	2908
601	2841
612	2805
655	2797
676	2706
685	2594
706	2537
741	2486
759	2481
773	2406
799	2192
815	2143
900	2118
918	2113
919	2088
921	2070
935	2039
937	2021
961	1963
991	1952
996	1807
1038	1765
1062	1711
1075	1668
1139	1632
1153	1610
1191	1438
1275	1423
1278	1386
1282	1380
1289	1297
1373	1263
1375	1258
1389	1214
1427	1153
1433	1139
1527	1128
1564	1054
1602	1050
1604	1020
1647	1007
1683	951
1692	929
1774	926
1783	905
1849	890
1870	853
1979	846
1989	804
2001	800
2027	786
2084	777
2102	750
2135	744
2185	727
2195	714
2282	685
2398	678
2435	663
2522	653
2539	640
2550	629
2645	621
2674	569
2841	557
2910	556
2957	527
2984	523
3033	506
3050	495
3176	492
3245	488
3336	459
3350	458
3530	457
3538	450
3585	440
3590	397
3656	387
3793	361
3850	347
3987	339
4268	335
4428	334
4499	330
4556	316
5152	304
5915	300
5967	288
