293	4553
294	4438
298	4249
301	4137
304	3735
311	3434
318	3344
327	3275
330	3261
335	3227
347	3161
350	2969
351	2798
364	2795
374	2762
382	2610
398	2602
402	2515
403	2380
411	2332
439	2316
441	2182
449	2134
460	2102
473	1973
511	1956
513	1905
548	1848
569	1841
570	1765
605	1644
636	1636
650	1592
658	1518
707	1511
719	1413
738	1397
759	1355
768	1353
771	1257
794	1251
818	1203
883	1173
913	1078
934	1036
960	979
1046	978
1099	955
1137	942
1158	899
1253	843
1358	802
1362	799
1419	755
1453	746
1523	710
1611	702
1640	697
1641	689
1683	668
1810	663
1816	651
1824	650
1856	645
1860	634
1867	628
1902	620
1914	613
1929	610
1937	591
1970	549
2080	502
2205	480
2318	474
2329	458
2342	457
2441	445
2536	440
2550	439
2570	438
2661	435
2684	423
2733	406
2829	398
3004	396
3044	372
3179	366
3227	358
3342	355
3347	347
3380	344
3419	341
3452	339
3467	333
3472	325
3710	318
4086	316
4267	311
4398	304
