2361	3996
2424	3726
2466	3662
2471	3659
2481	3586
2490	3348
2513	3282
2517	3144
2530	3034
2536	3015
2568	3003
2577	2970
2606	2950
2621	2865
2625	2821
2656	2799
2678	2790
2703	2735
2718	2728
2763	2716
2767	2643
2790	2615
2804	2609
2807	2534
2852	2519
2859	2466
2874	2420
2936	2393
2940	2340
2983	2326
2998	2297
3005	2244
3049	2236
3068	2232
3086	2118
3162	2068
3198	2024
3241	2019
3245	2004
3256	2003
3260	1962
3279	1922
3336	1894
3355	1868
3371	1811
3418	1747
3476	1723
3503	1594
3599	1587
3649	1585
3650	1549
3669	1523
3711	1493
3737	1481
3767	1464
3781	1403
3782	1388
3806	1379
3842	1333
3868	1324
3898	1318
3913	1242
4044	1212
4106	1205
4176	1190
4186	1108
4237	1017
4324	980
4368	964
4430	917
4500	852
4623	830
4693	765
4886	704
5017	681
5079	667
5210	644
5211	632
5272	630
5342	585
5535	548
5667	542
5728	511
5860	505
6053	468
6440	461
6571	438
