1790	8759
1843	8484
1859	7753
1912	7478
1939	6946
1981	6694
2034	6641
2061	6331
2103	5857
2145	5827
2156	5804
2198	5552
2240	5300
2267	4990
2320	4937
2331	4914
2362	4685
2373	4662
2415	4410
2457	4158
2510	4105
2548	3772
2601	3719
2643	3467
2696	3414
2749	3361
2791	3109
2844	3056
2897	3003
2950	2950
3003	2897
3056	2844
3109	2791
3162	2738
3215	2685
3268	2632
3321	2579
3462	2575
3571	2522
3626	2484
3679	2431
3732	2378
3929	2374
3984	2336
4037	2283
4234	2279
4289	2241
4312	2230
4541	2199
4594	2146
4846	2104
4869	2093
5098	2062
5121	2051
5373	2009
5683	1982
5706	1971
5903	1967
5935	1940
5958	1929
5988	1887
6263	1834
6795	1807
7047	1765
7579	1738
8532	1722
9064	1695
