80	5443
81	4593
82	4506
84	4252
88	4033
93	3672
94	3623
96	3599
105	3545
109	3535
111	3511
116	3334
118	3234
126	3225
131	3219
133	3047
141	2968
142	2841
150	2734
154	2590
157	2450
181	2327
193	2226
198	2191
213	2147
214	2036
222	1940
240	1863
267	1751
299	1707
305	1511
357	1406
387	1352
431	1305
440	1279
465	1275
468	1264
470	1101
473	1094
515	913
578	904
593	866
599	780
651	675
743	660
759	652
766	644
777	634
784	583
817	524
852	495
907	480
951	473
1007	467
1009	427
1031	407
1047	393
1166	353
1239	339
1385	323
1503	305
1529	303
1677	298
1684	275
1765	242
2215	228
2313	215
2557	207
2579	195
2895	191
3014	190
3105	180
3265	178
3445	175
3648	174
3684	170
3726	164
3899	163
3928	159
4072	155
4220	152
5028	147
5039	136
