338	9846
341	9379
349	8384
353	8166
357	8026
361	7402
369	6871
378	6706
380	6592
386	6347
388	6061
423	6049
424	5922
427	5904
429	5863
432	5391
452	5258
463	5110
469	4653
505	4537
509	4405
520	4181
529	4024
534	3911
557	3883
568	3785
577	3665
619	3500
662	3347
680	3315
685	3309
691	3295
709	3282
728	3156
749	3020
756	2931
787	2916
804	2772
857	2677
863	2564
891	2478
913	2407
1013	2364
1026	2357
1047	2336
1048	2313
1049	2298
1050	2203
1079	2173
1084	2144
1094	2117
1096	1967
1199	1924
1249	1861
1311	1840
1314	1701
1363	1700
1430	1698
1444	1646
1480	1635
1553	1634
1573	1567
1634	1564
1649	1535
1738	1528
1744	1517
1769	1506
1772	1454
1791	1435
1809	1431
1884	1388
1908	1364
1996	1273
2196	1259
2204	1256
2205	1229
2242	1219
2243	1115
2332	1110
2525	1073
2636	1052
2702	1009
2722	995
2895	972
2991	961
3090	953
3136	947
3176	926
3237	924
3283	916
3310	912
3314	900
3369	889
3404	857
3520	837
3546	825
3589	802
3739	788
3778	784
3846	776
3875	750
3889	726
4037	711
4151	696
4246	685
4303	669
4388	659
4393	658
4406	630
4459	626
4527	614
4608	609
4615	596
4741	592
4745	579
4840	573
4917	567
4986	565
5004	546
5007	542
5126	533
5144	514
5266	504
5463	494
5530	445
5737	444
5761	436
5963	428
6126	403
6128	398
6437	387
6560	382
6767	381
6867	366
7074	365
7357	364
7976	362
8440	360
8626	353
8896	348
8975	345
